meta_objective,state,sample_index,seq_pop_ratio,strength,repeat,sample_loss,utility,dot,cosine,sample_grad_norm,meta_grad_norm,augmented,dropped_items
M0_balanced,low,0,0.375,0.1,0,10.907244682312012,0.004406399093568325,0.0009111347026191652,0.0027702057268470526,1.5906399488449097,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.1,0,10.907244682312012,0.01075019035488367,0.0051226443611085415,0.006758404895663261,1.5906399488449097,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.1,0,10.907244682312012,0.004897245671600103,0.0010139347286894917,0.0030787899158895016,1.5906399488449097,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.2,0,10.907244682312012,0.004406399093568325,0.0009111347026191652,0.0027702057268470526,1.5906399488449097,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.2,0,10.907244682312012,0.01075019035488367,0.0051226443611085415,0.006758404895663261,1.5906399488449097,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.2,0,10.907244682312012,0.004897245671600103,0.0010139347286894917,0.0030787899158895016,1.5906399488449097,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.4,0,10.809959411621094,0.005370323546230793,0.001110450248233974,0.0034364615567028522,1.562747836112976,0.20677532255649567,1,3
M1_margin,low,0,0.375,0.4,0,10.809959411621094,0.010734145529568195,0.005114999134093523,0.0068687633611261845,1.562747836112976,0.4765166640281677,1,3
M2_popmass,low,0,0.375,0.4,0,10.809959411621094,0.005877991206943989,0.0012169898254796863,0.003761317115277052,1.562747836112976,0.20704181492328644,1,3
M0_balanced,low,0,0.375,0.1,1,10.915111541748047,0.004143414553254843,0.0008567558252252638,0.0026265152264386415,1.5775328874588013,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.1,1,10.915111541748047,0.00998025480657816,0.004755757749080658,0.006326495669782162,1.5775328874588013,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.1,1,10.915111541748047,0.004609952215105295,0.0009544529020786285,0.00292225438170135,1.5775328874588013,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.2,1,10.915111541748047,0.004143414553254843,0.0008567558252252638,0.0026265152264386415,1.5775328874588013,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.2,1,10.915111541748047,0.00998025480657816,0.004755757749080658,0.006326495669782162,1.5775328874588013,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.2,1,10.915111541748047,0.004609952215105295,0.0009544529020786285,0.00292225438170135,1.5775328874588013,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.4,1,10.915111541748047,0.004143414553254843,0.0008567558252252638,0.0026265152264386415,1.5775328874588013,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.4,1,10.915111541748047,0.00998025480657816,0.004755757749080658,0.006326495669782162,1.5775328874588013,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.4,1,10.915111541748047,0.004609952215105295,0.0009544529020786285,0.00292225438170135,1.5775328874588013,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.1,2,11.012968063354492,0.0029534902423620224,0.0006107088411226869,0.001861316617578268,1.5867747068405151,0.20677532255649567,1,0
M1_margin,low,0,0.375,0.1,2,11.012968063354492,0.00920031126588583,0.004384102299809456,0.005798121448606253,1.5867747068405151,0.4765166640281677,1,0
M2_popmass,low,0,0.375,0.1,2,11.012968063354492,0.0033701721113175154,0.0006977666052989662,0.0021239137277007103,1.5867747068405151,0.20704181492328644,1,0
M0_balanced,low,0,0.375,0.2,2,11.012968063354492,0.0029534902423620224,0.0006107088411226869,0.001861316617578268,1.5867747068405151,0.20677532255649567,1,0
M1_margin,low,0,0.375,0.2,2,11.012968063354492,0.00920031126588583,0.004384102299809456,0.005798121448606253,1.5867747068405151,0.4765166640281677,1,0
M2_popmass,low,0,0.375,0.2,2,11.012968063354492,0.0033701721113175154,0.0006977666052989662,0.0021239137277007103,1.5867747068405151,0.20704181492328644,1,0
M0_balanced,low,0,0.375,0.4,2,10.844213485717773,0.004210187587887049,0.0008705629734322429,0.00269270408898592,1.563553810119629,0.20677532255649567,1,2
M1_margin,low,0,0.375,0.4,2,10.844213485717773,0.009798596613109112,0.004669195041060448,0.006266876123845577,1.563553810119629,0.4765166640281677,1,2
M2_popmass,low,0,0.375,0.4,2,10.844213485717773,0.00466843880712986,0.0009665618999861181,0.002985786646604538,1.563553810119629,0.20704181492328644,1,2
M0_balanced,low,0,0.375,0.1,3,10.96182918548584,0.004283864051103592,0.000885797431692481,0.0026888088323175907,1.5932201147079468,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.1,3,10.96182918548584,0.010886396281421185,0.005187549628317356,0.006832952611148357,1.5932201147079468,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.1,3,10.96182918548584,0.004773521795868874,0.0009883185848593712,0.002996146911755204,1.5932201147079468,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.2,3,10.96182918548584,0.004283864051103592,0.000885797431692481,0.0026888088323175907,1.5932201147079468,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.2,3,10.96182918548584,0.010886396281421185,0.005187549628317356,0.006832952611148357,1.5932201147079468,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.2,3,10.96182918548584,0.004773521795868874,0.0009883185848593712,0.002996146911755204,1.5932201147079468,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.4,3,10.783287048339844,0.005267942324280739,0.0010892805876210332,0.0033697308972477913,1.5633126497268677,0.20677532255649567,1,4
M1_margin,low,0,0.375,0.4,3,10.783287048339844,0.010608590207993984,0.00505517004057765,0.006785968784242868,1.5633126497268677,0.4765166640281677,1,4
M2_popmass,low,0,0.375,0.4,3,10.783287048339844,0.005769217386841774,0.001194469165056944,0.003690379438921809,1.5633126497268677,0.20704181492328644,1,4
M0_balanced,low,0,0.375,0.1,4,11.012138366699219,0.0029557188972830772,0.0006111697293817997,0.0018623457290232182,1.5870945453643799,0.20677532255649567,1,0
M1_margin,low,0,0.375,0.1,4,11.012138366699219,0.009212693199515343,0.004390002228319645,0.005804754327982664,1.5870945453643799,0.4765166640281677,1,0
M2_popmass,low,0,0.375,0.1,4,11.012138366699219,0.003372786333784461,0.0006983077619224787,0.0021251325961202383,1.5870945453643799,0.20704181492328644,1,0
M0_balanced,low,0,0.375,0.2,4,10.913548469543457,0.0041487314738333225,0.0008578552515245974,0.0026293927803635597,1.5778286457061768,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.2,4,10.913548469543457,0.010006392374634743,0.004768212791532278,0.006341875530779362,1.5778286457061768,0.4765166640281677,1,1
M2_popmass,low,0,0.375,0.2,4,10.913548469543457,0.004615945275872946,0.00095569365657866,0.0029255046974867582,1.5778286457061768,0.20704181492328644,1,1
M0_balanced,low,0,0.375,0.4,4,10.868820190429688,0.004442364908754826,0.0009185714297927916,0.0028084474615752697,1.5817867517471313,0.20677532255649567,1,2
M1_margin,low,0,0.375,0.4,4,10.868820190429688,0.010614421218633652,0.005057947710156441,0.006710398476570845,1.5817867517471313,0.4765166640281677,1,2
M2_popmass,low,0,0.375,0.4,4,10.868820190429688,0.004930495750159025,0.0010208188323304057,0.003117042127996683,1.5817867517471313,0.20704181492328644,1,2
M0_balanced,low,0,0.375,0.1,5,11.010446548461914,0.002950778929516673,0.0006101483013480902,0.0018601324409246445,1.5863274335861206,0.20677532255649567,1,0
M1_margin,low,0,0.375,0.1,5,11.010446548461914,0.009188267402350903,0.004378362093120813,0.0057921623811125755,1.5863274335861206,0.4765166640281677,1,0
M2_popmass,low,0,0.375,0.1,5,11.010446548461914,0.0033671329729259014,0.0006971372640691698,0.0021225963719189167,1.5863274335861206,0.20704181492328644,1,0
M0_balanced,low,0,0.375,0.2,5,11.010446548461914,0.002950778929516673,0.0006101483013480902,0.0018601324409246445,1.5863274335861206,0.20677532255649567,1,0
M1_margin,low,0,0.375,0.2,5,11.010446548461914,0.009188267402350903,0.004378362093120813,0.0057921623811125755,1.5863274335861206,0.4765166640281677,1,0
M2_popmass,low,0,0.375,0.2,5,11.010446548461914,0.0033671329729259014,0.0006971372640691698,0.0021225963719189167,1.5863274335861206,0.20704181492328644,1,0
M0_balanced,low,0,0.375,0.4,5,10.961506843566895,0.004316046833992004,0.0008924519643187523,0.00270836241543293,1.5936001539230347,0.20677532255649567,1,1
M1_margin,low,0,0.375,0.4,5,10.961506843566895,0.010923353023827076,0.005205159075558186,0.006854512263089418,1.5936001539230347,0.4765166640281677,1,1
